docname,pre,keyword,post,id,date,id_day
text681,"for our soldiers in countering russian terror , and now is not the time to talk about the details .",thank you,"for additional equipment , for additional armored vehicles . i thank you for your help in consolidating our partners .",681,2023-05-15,1
text681,"the time to talk about the details . thank you for additional equipment , for additional armored vehicles . i",thank you,"for your help in consolidating our partners . , i am grateful to the uk for agreeing to train our",681,2023-05-15,1
text682,", fellow ukrainians ! , first of all , i want to thank all the defenders of our skies .",thank you,", heroes ! , eighteen of the eighteen missiles were shot down . that's why we are constantly working on",682,2023-05-16,1
text682,", and today it was supported by dutch prime minister mark rutte . a good start for the coalition !",thank you,"all ! , however , it is important to say one more thing . , we also have to remember",682,2023-05-16,1
text682,"brigade . . . your courage , your determination and your success in destroying the enemy is extremely important !",thank you,"! , tavria direction . . . "" seventy-ninth "" - the glorious 79th separate air assault brigade , artillerymen",682,2023-05-16,1
text682,"74th separate reconnaissance battalion , 116th separate territorial defense brigade , 128th separate mountain assault zakarpattia brigade . . .",thank you,"! your steadfastness and precision are exemplary . , i took part online in the council of europe summit in",682,2023-05-16,1
text683,",",thank you,"so much ! , prime minister jakobsdóttir , dear katrin , thank you for invitation to participate in the summit",683,2023-05-16,2
text683,", thank you so much ! , prime minister jakobsdóttir , dear katrin ,",thank you,for invitation to participate in the summit of our council of europe and for your sincere desire to help ukraine,683,2023-05-16,2
text683,"all missiles were shot down , including ballistic ones . one hundred percent ! this is a historical result .",thank you,"all ! , russia is trying very hard to improve its ability to kill . we are trying very hard",683,2023-05-16,2
text683,"it comes to protecting our way of life . let these be forever the rules of our continent ! ,",thank you,"for support ! , cлава україні ! , glory to all europe !",683,2023-05-16,2
text684,"the estonian people and the entire estonian political class for such clear support for our common euro-atlantic security . ,",thank you,"to everyone who helps us protect our people , our ukraine and life in general ! , glory to all",684,2023-05-17,1
text684,fighting in the east of our country and is making extraordinary efforts to prevent the enemy from advancing . i,thank you,", warriors ! , glory to ukraine !",684,2023-05-17,1
text686,", taking care of each other and the state , and let us not stop until we win . ,",thank you,"to everyone who helps ! , glory to all who fight for ukraine ! , eternal memory to all victims",686,2023-05-18,2
text688,"economy , our common policy is the unification of the potentials of ukraine and the entire european union . i",thank you,", charles , for your sincere , unwavering and effective support . , i met with french president macron .",688,2023-05-20,1
text689,", mr . kishida , mr . prime minister ,",thank you,"for the invitation to attend the summit . , dear colleagues ! , during this war , ukraine has already",689,2023-05-21,1
text689,"can create . we decide – not our enemy – what the sky security will be like . , i",thank you,", dear leaders , who helped ukraine with air defense ! together we’ve saved thousands and thousands of lives from",689,2023-05-21,1
text689,"i's and cross the t's on security guarantees before vilnius , the summit that the euro-atlantic waits for . ,",thank you,", president biden , for giving meaning to the global brand of security for democracy ! thank you for leadership",689,2023-05-21,1
text689,". , thank you , president biden , for giving meaning to the global brand of security for democracy !",thank you,"for leadership , weapons , and decision to train our pilots . i believe that the wings of our common",689,2023-05-21,1
text689,"both parties in the congress , your team , mr . president , and all freedom-loving american hearts . ,",thank you,", olaf , mr . chancellor , for your strong will which changes history in favor of democracy , and",689,2023-05-21,1
text689,"free europe . i thank your government , i thank the bundestag and all the people of germany . ,",thank you,", rishi , dear prime minister , for your energy that gives us more visionary and far-reaching capabilities . i",689,2023-05-21,1
text689,"russia's aggression . i thank your fellow ministers , the british parliament and all the british people . , ,",thank you,", emmanuel , mr . president , for protecting the values of the republic and for the fact that french",689,2023-05-21,1
text689,"manifestation of respect for the freedom of nations , for equality in international relations and for fraternity among people .",thank you,", france ! , thank you , giorgia meloni , for the strength of her character that gives us all",689,2023-05-21,1
text689,"of nations , for equality in international relations and for fraternity among people . thank you , france ! ,",thank you,", giorgia meloni , for the strength of her character that gives us all strength . i thank the italian",689,2023-05-21,1
text689,"i thank the italian government , the parliament and all italians who support the protection of our people . ,",thank you,", justin , dear prime minister , for your ability to be the first in many issues . it is",689,2023-05-21,1
text689,". i thank the entire political class and all the people of canada who value peace so much . ,",thank you,", charles , thank you , ursula , for making the european institutions more than institutions . they said once",689,2023-05-21,1
text689,"political class and all the people of canada who value peace so much . , thank you , charles ,",thank you,", ursula , for making the european institutions more than institutions . they said once that european union is a",689,2023-05-21,1
text689,"our community is based not on bureaucracy , but on common values which give us a strong course ! ,",thank you,", fumio , dear prime minister , for the obvious leadership of japan in asia in protecting international law ,",689,2023-05-21,1
text689,", fumio , dear prime minister , for the obvious leadership of japan in asia in protecting international law ,",thank you,"for the comprehensive support from your state and your people . , dear colleagues ! , we’re united by one",689,2023-05-21,1
text689,always act practically protecting our values . and the ukrainian peace formula is an obvious expression of rationality . i,thank you,"for supporting our formula . , the day before , i was at the summit of the league of arab",689,2023-05-21,1
text689,"and the details of the organization of the peace summit – as a part of our meetings today . ,",thank you,.,689,2023-05-21,1
text690,"the colonizers , you would unite the whole world , you would fight – as we are fighting . ,",thank you,!,690,2023-05-21,2
text691,",",thank you,"very much for your words of support . we really appreciate it . thank you very much . , dear",691,2023-05-21,3
text691,", thank you very much for your words of support . we really appreciate it .",thank you,"very much . , dear participants ! , dear japanese people ! , everyone in the world who values peace",691,2023-05-21,3
text691,to what i have just seen here - it is an honor to be in this museum of peace .,thank you,very much for giving me this opportunity . what your people have seen in their history : instead of the,691,2023-05-21,3
text691,"the world must care about life . , everyone in the world must take peace as their duty . ,",thank you,", hiroshima , for every blue and yellow flag on the streets these days . when there is a ukrainian",691,2023-05-21,3
text691,", it is evidence that there is faith in freedom , faith in life , faith in our people .",thank you,"! , thank you , japan , mr . prime minister fumio kishida , all the people of japan ,",691,2023-05-21,3
text691,"that there is faith in freedom , faith in life , faith in our people . thank you ! ,",thank you,", japan , mr . prime minister fumio kishida , all the people of japan , for your comprehensive support",691,2023-05-21,3
text692,of the republic of korea – there is potential for strong relations . meeting with canadian prime minister trudeau –,thank you,", justin . i also spoke with the leaders of vietnam and australia . we spoke separately and in detail",692,2023-05-21,4
text693,"25 out of 25 . an excellent result . and each such downing means saved lives , saved infrastructure .",thank you,"! , they also managed to shoot down some of the terrorists ' missiles , but unfortunately not all of",693,2023-05-22,1
text693,", the 93rd separate mechanized brigade "" kholodny yar "" , the 214th separate special forces battalion . . .",thank you,", warriors ! this is the bakhmut direction , this is the extraordinary strength of our people . , glory",693,2023-05-22,1
text693,"our cities from terrorist attacks ! , glory to all those who make our victory closer every day ! ,",thank you,"to everyone in the world who supports us ! thank you ! , glory to ukraine !",693,2023-05-22,1
text693,"who make our victory closer every day ! , thank you to everyone in the world who supports us !",thank you,"! , glory to ukraine !",693,2023-05-22,1
text694,". these are very powerful units , and i am grateful to each of you , warriors ! , and",thank you,"for the chevrons , it's really a great honor ! , today , exactly on the frontline , it was",694,2023-05-23,1
text694,often deserves gratitude for its strength and efficiency . and it is fair to mention them now as well .,thank you,"and congratulations on your day ! , warriors from the 137th separate marine battalion – i thank you today personally",694,2023-05-23,1
text694,"well . thank you and congratulations on your day ! , warriors from the 137th separate marine battalion – i",thank you,today personally - every soldier – for the very good results you are achieving on the frontline . well done,694,2023-05-23,1
text694,". . . , the 55th separate artillery brigade "" zaporizhzhia sich "" is always good , always effective .",thank you,", warriors ! , the 59th separate mechanized infantry brigade named after yakiv handziuk is , as always , the",694,2023-05-23,1
text694,"! , the 59th separate mechanized infantry brigade named after yakiv handziuk is , as always , the strongest !",thank you,"! , the 74th separate reconnaissance battalion - thank you , warriors ! , the 5th separate slobozhanska brigade of",694,2023-05-23,1
text694,"yakiv handziuk is , as always , the strongest ! thank you ! , the 74th separate reconnaissance battalion -",thank you,", warriors ! , the 5th separate slobozhanska brigade of our national guard , which is fighting in the luhansk",694,2023-05-23,1
text694,"defense forces , defending its positions and destroying the russian occupiers in the way that is necessary . . .",thank you,", our warriors ! , i thank everyone who gives ukraine strength ! the strength of our state now ,",694,2023-05-23,1
text695,"pushed deeper and deeper into the dark side of history . , glory to all who defend life ! ,",thank you,"to everyone in the world who helps strengthen our air defense , our aviation and save our people from russian",695,2023-05-24,1
text696,"of the committee of the regions ! , dear europeans ! , first of all , i would like to",thank you,"for the fact that in this battle for the free future of ukraine and of our whole europe , we",696,2023-05-25,1
text696,"only people , but support the idea of europe - our common home , for all europeans . and i",thank you,"for that ! , when both the eu committee of the regions and your cities and communities directly cooperate with",696,2023-05-25,1
text696,"cities and communities , it means cooperation that strengthens not only both sides , but also our europe itself .",thank you,"for this ! , when we implemented the decentralization reform in our country , we focused on the best european",696,2023-05-25,1
text696,"give us an obvious result , which is the full-fledged accession of ukraine to the european union . and i",thank you,"for supporting our country and our people on this path of integration ! , and i am also sure of",696,2023-05-25,1
text696,"the central government and at the level of each community , which appreciates that we are free europeans . ,",thank you,"for your support ! , thank you , mr . president cordeiro , for the committee's attention to ukraine !",696,2023-05-25,1
text696,"of each community , which appreciates that we are free europeans . , thank you for your support ! ,",thank you,", mr . president cordeiro , for the committee's attention to ukraine ! , glory to ukraine !",696,2023-05-25,1
text697,of defense support – the 16th one . the total amount of this package is over 100 million euros .,thank you,"for this ! , today , the council of the european union also made an important decision for ukraine :",697,2023-05-25,2
text697,"the title of hero of ukraine and has downed not only enemy aircraft , but also a cruise missile .",thank you,", guys ! well done ! , donetsk direction . . . the 128th separate mountain assault brigade , the",697,2023-05-25,2
text697,"assault brigade , the 18th and 137th separate marine battalions and the 74th separate reconnaissance battalion particularly distinguished themselves .",thank you,"to each and every warrior ! , glory to all who are fighting for ukraine ! thank you to everyone",697,2023-05-25,2
text697,"themselves . thank you to each and every warrior ! , glory to all who are fighting for ukraine !",thank you,"to everyone in the world who helps us ! , by the way , i had the opportunity to address",697,2023-05-25,2
text698,",",thank you,", mrs . applebaum , for such a generous and yet brief introduction . , mr . president daniels ,",698,2023-05-25,3
text698,"of our children and grandchildren – depend on each of our todays . on each of our todays ! ,",thank you,", johns hopkins , for your attention ! thank you , america , for your support ! , слава україні",698,2023-05-25,3
text698,"our todays . on each of our todays ! , thank you , johns hopkins , for your attention !",thank you,", america , for your support ! , слава україні !",698,2023-05-25,3
text699,"u.s . senators . we discussed the situation in our defense today , our needs in the near future .",thank you,"for understanding ukraine ! , we are preparing several international appeals to increase support for our state and our struggle",699,2023-05-26,1
text700,"sky . , i want to thank canada for its willingness to strengthen its leadership in supporting ukraine . ,",thank you,", iceland , for helping our defense and our people . , we will also make next week strong from",700,2023-05-27,1
text700,"played a distinguished role during the week . , bakhmut direction . . . 80th separate air assault brigade –",thank you,", warriors , for your active actions ! it is exactly what is needed . glorious 93rd separate mechanized brigade",700,2023-05-27,1
text700,for your active actions ! it is exactly what is needed . glorious 93rd separate mechanized brigade kholodny yar –,thank you,"for your resistance and courage ! well done ! , lyman direction . . . 81st separate airmobile brigade –",700,2023-05-27,1
text700,"for your resistance and courage ! well done ! , lyman direction . . . 81st separate airmobile brigade –",thank you,", guys , for your efficiency in destroying the enemy ! , tavria task force . . . 35th and",700,2023-05-27,1
text700,"55th separate artillery brigade , 59th separate motorized brigade , and paratroopers of our 79th air assault brigade – i",thank you,"all ! as always – strong , as always – effective ! , glory to all who defend our state",700,2023-05-27,1
text701,"aviation of the air force , air defense of the ground forces and our mobile fire groups . . .",thank you,", warriors ! , during this terrorist attack , the most powerful strike was aimed against the kyiv region .",701,2023-05-28,1
text701,"warriors , all branches of the armed forces and all kinds of troops , every brigade , every unit .",thank you,"! to all those who are in combat , to all those who are on combat missions , to all",701,2023-05-28,1
text701,"who wants freedom to win as much as we do . , all our power engineers and transport workers .",thank you,! ukrzaliznytsia . defense industry . all our volunteers . united24 and our ambassadors . thank you ! our law,701,2023-05-28,1
text701,transport workers . thank you ! ukrzaliznytsia . defense industry . all our volunteers . united24 and our ambassadors .,thank you,! our law enforcement officers . local authorities . employees of public utilities . our education system . our cultural,701,2023-05-28,1
text703,"billion 700 million . this is very significant . , such decisions make the defeat of russian terror faster .",thank you,"for this ! , today i spoke with prime minister of cambodia hun sen . i thanked him for his",703,2023-05-29,2
text703,"of fundamental norms of international law are what we did , do and will continue to do together . ,",thank you,"to everyone in the world who helps ! glory to all our warriors ! , thanks again to the air",703,2023-05-29,2
text705,"where it is safe . where it is free . and peaceful . hence , where ukraine is . ,",thank you,"very much ! , glory to ukraine !",705,2023-05-31,1
text706,"who are at combat posts , on combat missions . i thank everyone who works for our country ! ,",thank you,", odesa , for this day ! , glory to ukraine !",706,2023-05-31,2
text707,"joint principles . these are facts , obvious facts . openness and honesty . now we need decisions . ,",thank you,"very much for the invitation , maia ! thank you very much for hosting us ! thank you for your",707,2023-06-01,1
text707,"openness and honesty . now we need decisions . , thank you very much for the invitation , maia !",thank you,"very much for hosting us ! thank you for your attention ! , long live europe ! , salut moldova",707,2023-06-01,1
text707,". , thank you very much for the invitation , maia ! thank you very much for hosting us !",thank you,"for your attention ! , long live europe ! , salut moldova ! , слава україні !",707,2023-06-01,1
text708,the decision on ammunition for ukraine – for supporting the allocation of additional 500 million euros for this purpose .,thank you,"! , thank you to all our warriors ! thank you to everyone who trains our warriors ! who helps",708,2023-06-01,2
text708,"for ukraine – for supporting the allocation of additional 500 million euros for this purpose . thank you ! ,",thank you,to all our warriors ! thank you to everyone who trains our warriors ! who helps us with weapons !,708,2023-06-01,2
text708,"of additional 500 million euros for this purpose . thank you ! , thank you to all our warriors !",thank you,to everyone who trains our warriors ! who helps us with weapons ! who provides treatment for our heroes after,708,2023-06-01,2
text708,all our employees of the state emergency service and other services who are eliminating the consequences of russian strikes !,thank you,"to all the volunteers who help our warriors , our people , our country ! , i thank everyone with",708,2023-06-01,2
text709,", who are is extremely resistant in defending the svatove direction and successfully repelling enemy attacks while moving forward .",thank you,", warriors ! , avdiyivka direction . . . 110th separate mechanized brigade – thank you , soldiers , for",709,2023-06-02,1
text709,"while moving forward . thank you , warriors ! , avdiyivka direction . . . 110th separate mechanized brigade –",thank you,", soldiers , for your bravery and your ability to be strong in destroying the invaders . well done !",709,2023-06-02,1
text709,"all our defense and security forces . lviv , donetsk , zhytomyr border guard units fighting at the front .",thank you,"! and i also thank the soldiers of the chernihiv border detachment , who are actively opposing the shahed drones",709,2023-06-02,1
text709,"detachment , who are actively opposing the shahed drones . the speed and accuracy of our soldiers are critical .",thank you,", warriors , for your speed and for your accuracy ! , today , i signed the decrees on honoring",709,2023-06-02,1
text710,"treatment , recovering . and ready to return to the front again . it is an extraordinary human power !",thank you,", yaroslav ! , senior sergeant yevhen kepsha , commander of the squad of the anti-tank missile systems platoon .",710,2023-06-03,1
text710,tough fights . continuous enemy assaults . and this is the result ukraine needs in defense of our positions .,thank you,", guys ! , i have already thanked our soldiers from the 55th zaporizhzhia sich artillery brigade many times .",710,2023-06-03,1
text710,captain mykola nosach . avdiyivka direction . they fight off russian assaults very skillfully . exactly what is needed .,thank you,", mykola ! it's great to see reports of your accuracy . , soldiers of our 128th separate mountain assault",710,2023-06-03,1
text710,"junior sergeant oleksandr kryshtapiuk , senior gunner senior soldier yaroslav niul . . . artillery calculations . always effective .",thank you,", warriors ! , our glorious 35th marine infantry brigade named after rear-admiral mykhailo ostrogradsky . . . the guys",710,2023-06-03,1
text710,knows how to shoot down russian missiles extremely well – and with the help of just an igla manpads .,thank you,"for this accuracy ! , we usually thank the warriors who defend our cities from russian terror with the help",710,2023-06-03,1
text710,"coordination of actions , excellent combat skills . and there is a result – down the invaders ' missiles .",thank you,"! , thank you to everyone who is fighting for ukraine ! thank you to everyone who is on combat",710,2023-06-03,1
text710,"excellent combat skills . and there is a result – down the invaders ' missiles . thank you ! ,",thank you,to everyone who is fighting for ukraine ! thank you to everyone who is on combat posts and on combat,710,2023-06-03,1
text710,"down the invaders ' missiles . thank you ! , thank you to everyone who is fighting for ukraine !",thank you,to everyone who is on combat posts and on combat missions ! thank you to everyone who constantly trains our,710,2023-06-03,1
text710,who is fighting for ukraine ! thank you to everyone who is on combat posts and on combat missions !,thank you,"to everyone who constantly trains our soldiers and everyone who provides treatment to our heroes after their injuries ! ,",710,2023-06-03,1
text711,"missiles and weapons do not contain products of the free world . the necessary steps will be taken . ,",thank you,"to everyone who helps us fight the evil of aggression ! , glory to all our warriors ! and thank",711,2023-06-04,1
text711,"you to everyone who helps us fight the evil of aggression ! , glory to all our warriors ! and",thank you,"for this day on the frontline . , glory to ukraine !",711,2023-06-04,1
text712,"see it . they feel it thanks to your strikes , soldiers , and in particular in donetsk region .",thank you,"for that ! , today , i would like to particularly celebrate several combat units of ours . these are",712,2023-06-05,1
text712,", decisively and efficiently defend our positions , destroying the occupiers and , most importantly , moving forward . ,",thank you,", warriors ! thank you all ! , second , we continue our work on sanctions against russia . ,",712,2023-06-05,1
text712,"our positions , destroying the occupiers and , most importantly , moving forward . , thank you , warriors !",thank you,"all ! , second , we continue our work on sanctions against russia . , although the global trend is",712,2023-06-05,1
text712,"for the nato summit in vilnius . the summit must be meaningful . then it will become historic . ,",thank you,to everyone who helps ukraine ! thank you to everyone who is bringing the defeat of russian terror closer !,712,2023-06-05,1
text712,"summit must be meaningful . then it will become historic . , thank you to everyone who helps ukraine !",thank you,"to everyone who is bringing the defeat of russian terror closer ! , glory to our warriors ! , glory",712,2023-06-05,1
text713,",",thank you,"very much , dear colleagues ! , first of all , i would like to thank you , dear zuzana",713,2023-06-06,1
text713,", thank you very much , dear colleagues ! , first of all , i would like to",thank you,", dear zuzana , klaus , andrzej , for the invitation . , jens , mr . secretary general !",713,2023-06-06,1
text713,"ensure that with every step we take , every choice we make , and every summit we organize . ,",thank you,"again , zuzana ! thank you all , colleagues , for the invitation . thank you for your attention !",713,2023-06-06,1
text713,"take , every choice we make , and every summit we organize . , thank you again , zuzana !",thank you,"all , colleagues , for the invitation . thank you for your attention ! thank you for your support !",713,2023-06-06,1
text713,"we organize . , thank you again , zuzana ! thank you all , colleagues , for the invitation .",thank you,"for your attention ! thank you for your support ! , glory to ukraine !",713,2023-06-06,1
text713,"again , zuzana ! thank you all , colleagues , for the invitation . thank you for your attention !",thank you,"for your support ! , glory to ukraine !",713,2023-06-06,1
text714,". . well done , warriors ! the 3rd separate assault brigade and the 57th separate motorized infantry brigade -",thank you,"! thank you for moving forward ! , glory to ukraine !",714,2023-06-06,2
text714,"done , warriors ! the 3rd separate assault brigade and the 57th separate motorized infantry brigade - thank you !",thank you,"for moving forward ! , glory to ukraine !",714,2023-06-06,2
text715,"russian evil . all other terrorists in the world must see that terror is punished by the world . ,",thank you,"to everyone who helps us to protect life ! , слава україні !",715,2023-06-07,1
text717,"our community , which i mentioned , our platform , our specialists . we are in constant touch . ,",thank you,"for your attention ! , glory to ukraine !",717,2023-06-08,1
text718,"our native kakhovka - we see every detail . but it's not time to talk about it today . ,",thank you,"to our people ! , glory to ukraine !",718,2023-06-09,1
text719,"other air defense systems , strengthening our defenses on the ground , enhancing the strength of all our soldiers .",thank you,", mr . president biden , thank you to both parties of congress and to all americans who want freedom",719,2023-06-09,2
text719,"on the ground , enhancing the strength of all our soldiers . thank you , mr . president biden ,",thank you,to both parties of congress and to all americans who want freedom to win as much as ukrainians do .,719,2023-06-09,2
text719,"as you , our soldiers , are effective . , everyone who is fighting now is a fighting ukraine .",thank you,"for this ! glory to all who fight and work for our country ! , glory to ukraine !",719,2023-06-09,2
text720,"sky . i thank everyone who is taking a stand and who is moving forward . khortytsia , tavria –",thank you,"to each of our heroes ! , every effort to quickly restore peace to our entire state , every city",720,2023-06-10,1
text721,"et continuons de travailler ensemble pour défendre et protéger ces libertés . , i want to close by simply saying",thank you,". , thank you for everything you do for our country , its people , and for the world .",721,2023-06-11,1
text721,"ensemble pour défendre et protéger ces libertés . , i want to close by simply saying thank you . ,",thank you,"for everything you do for our country , its people , and for the world . , and you know",721,2023-06-11,1
text721,"a thing or two about fighting for democracy . , volodymyr ! , president of ukraine volodymyr zelenskyy : ,",thank you,"so much , justin . , i greet you all from ukraine . thank you for standing with us ,",721,2023-06-11,1
text721,"ukraine volodymyr zelenskyy : , thank you so much , justin . , i greet you all from ukraine .",thank you,"for standing with us , with ukraine . , this is often the case – and especially often with journalists",721,2023-06-11,1
text721,"claims not just one country but values – our values . it claims to destroy them . , and i",thank you,"all for not tricking with the evil . , thank you for telling the truth about russian war crimes !",721,2023-06-11,1
text721,"it claims to destroy them . , and i thank you all for not tricking with the evil . ,",thank you,for telling the truth about russian war crimes ! thank you for using your power – probably the highest power,721,2023-06-11,1
text721,"all for not tricking with the evil . , thank you for telling the truth about russian war crimes !",thank you,for using your power – probably the highest power in the modern world – the power to decide what holds,721,2023-06-11,1
text721,highest power in the modern world – the power to decide what holds people’s attention and what people know .,thank you,"for using your power to give guidance for people and humanity . , thank you canada and you , justin",721,2023-06-11,1
text721,"and what people know . thank you for using your power to give guidance for people and humanity . ,",thank you,"canada and you , justin , my friend , the friend of ukraine , mister prime minister ! thank you",721,2023-06-11,1
text721,"thank you canada and you , justin , my friend , the friend of ukraine , mister prime minister !",thank you,"! , слава україні ! , justin trudeau : героям слава ! , volodymyr zelenskyy : thank you !",721,2023-06-11,1
text721,"minister ! thank you ! , слава україні ! , justin trudeau : героям слава ! , volodymyr zelenskyy :",thank you,!,721,2023-06-11,1
text722,". i am grateful to our team involved in the exchanges : budanov , yermak , malyuk , lubinets .",thank you,"for this result . well done , guys ! we have to get every ukrainian man and woman out of",722,2023-06-11,2
text722,"the occupied territories . it is extremely difficult and dangerous , and it is a special kind of heroism .",thank you,"for every life saved ! , russian terrorists continue to shell evacuation routes , evacuation points , boats that take",722,2023-06-11,2
text722,"now in combat , all those who are in positions , all those who are helping . . . i",thank you,"! thank you for every step , for every battle , for every destroyed occupier ! , glory to our",722,2023-06-11,2
text722,", all those who are in positions , all those who are helping . . . i thank you !",thank you,"for every step , for every battle , for every destroyed occupier ! , glory to our heroes ! glory",722,2023-06-11,2
text723,"of the front where we need reinforcement , and on the actions that can break more russian positions . ,",thank you,to our guys for every ukrainian flag that is now returning to its rightful place in the villages of the,723,2023-06-12,1
text723,every ukrainian flag that is now returning to its rightful place in the villages of the newly de-occupied territory !,thank you,"also for the significant replenishment of our exchange fund ! , there was a report from the commander-in-chief on the",723,2023-06-12,1
text723,"other option for ukraine and ukrainians but victory . , glory to all who are fighting for ukraine ! ,",thank you,"to each and every one who is now in combat , at combat posts and on combat missions ! we",723,2023-06-12,1
text724,"in the rescue operation : rescuers , doctors , police , volunteers , local authorities , and ordinary citizens .",thank you,"for every life saved ! thank you for every person you helped today . , this deliberate russian strike on",724,2023-06-13,1
text724,"doctors , police , volunteers , local authorities , and ordinary citizens . thank you for every life saved !",thank you,"for every person you helped today . , this deliberate russian strike on an ordinary city only proves a simple",724,2023-06-13,1
text724,separate airborne assault brigade . . . there is advancement in different areas . i am grateful to you !,thank you,"for your extraordinary bravery ! , the units of the tavria operational and strategic group of troops - despite extremely",724,2023-06-13,1
text724,"- despite extremely fierce fighting , despite the occupiers ' air and artillery superiority , they are moving forward !",thank you,", warriors ! thank you for every step and for every meter of ukrainian land that is being liberated from",724,2023-06-13,1
text724,", despite the occupiers ' air and artillery superiority , they are moving forward ! thank you , warriors !",thank you,for every step and for every meter of ukrainian land that is being liberated from russian evil . marines of,724,2023-06-13,1
text724,", paratroopers of our great "" seventy-ninth "" , artillerymen of the 55th separate brigade "" zaporizhzhia sich "" .",thank you,"to all of you ! thank you for your strength ! , and i thank everyone in our society who",724,2023-06-13,1
text724,""" , artillerymen of the 55th separate brigade "" zaporizhzhia sich "" . thank you to all of you !",thank you,"for your strength ! , and i thank everyone in our society who understands that the liberation of our land",724,2023-06-13,1
text724,"united states for another timely package of defense support . artillery , armored vehicles , ammunition for our himars .",thank you,", america ! , glory to ukraine !",724,2023-06-13,1
text725,"on the offensive and on the defensive , who are storming the occupiers ' positions and repelling their attacks .",thank you,"all , warriors , for your bravery , for your resilience and for every meter of progress ! , glory",725,2023-06-14,1
text726,",",thank you,"very much , mr . candinas , mr . speaker , for your kind words about ukraine and our defense",726,2023-06-15,1
text726,"states , and even continents . nothing but unity can stop it . in particular , our unity ! ,",thank you,", switzerland ! , thank you for your attention ! , glory to ukraine !",726,2023-06-15,1
text726,"nothing but unity can stop it . in particular , our unity ! , thank you , switzerland ! ,",thank you,"for your attention ! , glory to ukraine !",726,2023-06-15,1
text727,128th separate mountain assault brigade of zakarpattia and the 128th separate brigade of the territorial defense forces . . .,thank you,"all , guys , for your efficiency ! for your strength , courage and for returning ukrainian land to ukraine",727,2023-06-15,2
text729,", and rounds for himars , anti-tank weapons , armored vehicles , other tools for the defense of freedom .",thank you,"! , the netherlands – thanks for the new defense package that will strengthen our air shield . , the",729,2023-06-17,1
text729,"united kingdom to buy anti-aircraft missiles . this is what will save thousands of our people . , germany –",thank you,"for the equipment delivered this week , for the unchanged strength in protecting life from russian missile terror . thank",729,2023-06-17,1
text729,"you for the equipment delivered this week , for the unchanged strength in protecting life from russian missile terror .",thank you,"for your willingness to provide us with missiles for the patriot systems ! , italy – thank you for implementing",729,2023-06-17,1
text729,"terror . thank you for your willingness to provide us with missiles for the patriot systems ! , italy –",thank you,"for implementing our defense agreements ! , thank you , denmark , for your willingness to work quickly so that",729,2023-06-17,1
text729,"us with missiles for the patriot systems ! , italy – thank you for implementing our defense agreements ! ,",thank you,", denmark , for your willingness to work quickly so that our coalition of modern fighters can really bring the",729,2023-06-17,1
text729,coalition of modern fighters can really bring the end of this war closer to our victory . joint victory !,thank you,"again ! , denmark and norway – i want to thank you separately for your joint work to strengthen our",729,2023-06-17,1
text729,"closer to our victory . joint victory ! thank you again ! , denmark and norway – i want to",thank you,separately for your joint work to strengthen our artillery . russia has brought such a war to europe when it,729,2023-06-17,1
text729,. russia has brought such a war to europe when it depends on the artillery whether freedom moves forward .,thank you,"for the rounds for our soldiers ! , sweden – the twelfth defense aid package and a real readiness to",729,2023-06-17,1
text729,sweden – the twelfth defense aid package and a real readiness to start training our pilots on modern fighters .,thank you,"! , the united kingdom – thank you for your continued leadership in expanding our defense capabilities and for every",729,2023-06-17,1
text729,"a real readiness to start training our pilots on modern fighters . thank you ! , the united kingdom –",thank you,for your continued leadership in expanding our defense capabilities and for every long-range missile we have been given – all,729,2023-06-17,1
text729,have been given – all of which are 100 percent operational . this week a decision on additional support .,thank you,"again ! , canada – thank you for your continued help and for the new steps we have worked out",729,2023-06-17,1
text729,"are 100 percent operational . this week a decision on additional support . thank you again ! , canada –",thank you,"for your continued help and for the new steps we have worked out , now being implemented . artillery ,",729,2023-06-17,1
text729,"we restore normal life to all people and communities affected by this russian evil of ecocide . , poland –",thank you,for the resolution adopted by the seimas in support of ukraine's membership in nato . the right signals at the,729,2023-06-17,1
text729,"time – when we are preparing meaningful content for the summit in vilnius . , luxembourg – i want to",thank you,"for the parliament's decision , recognizing the historical truth , the truth about the holodomor – the genocide of the",729,2023-06-17,1
text729,"fight for this ! we will prevail . , tavria operational-strategic group – by the way , i want to",thank you,"for moving forward , soldiers ! well done ! all our warriors in the east , strong warriors – i",729,2023-06-17,1
text729,"for moving forward , soldiers ! well done ! all our warriors in the east , strong warriors – i",thank you,"for your resilience and accuracy ! , glory to ukraine !",729,2023-06-17,1
text730,"distinguished themselves this week . , the tavria direction is the toughest . marines of the 35th separate brigade -",thank you,! paratroopers of the “ seventy-ninth ” - thank you ! the 130th separate reconnaissance separate battalion - thank you,730,2023-06-18,1
text730,the toughest . marines of the 35th separate brigade - thank you ! paratroopers of the “ seventy-ninth ” -,thank you,! the 130th separate reconnaissance separate battalion - thank you ! the 68th separate hunting brigade - thank you !,730,2023-06-18,1
text730,thank you ! paratroopers of the “ seventy-ninth ” - thank you ! the 130th separate reconnaissance separate battalion -,thank you,! the 68th separate hunting brigade - thank you ! the 23rd separate mechanized brigade - thank you ! artillerymen,730,2023-06-18,1
