docname,pre,keyword,post,id,date,id_day
text451,"as this winter and this war . all europeans together . , i thank you for your attention ! ,",thank you,"for your continued support ! , glory to ukraine !",451,2022-11-25,1
text452,"guards of the lviv and mohyliv-podilsky detachments , who are ferocious in defense of the bakhmut and avdiyivka directions .",thank you,", warriors ! , thank you to everyone who fights for our country ! who is doing everything to suppress",452,2022-11-25,2
text452,"detachments , who are ferocious in defense of the bakhmut and avdiyivka directions . thank you , warriors ! ,",thank you,"to everyone who fights for our country ! who is doing everything to suppress the occupiers that are shelling ,",452,2022-11-25,2
text452,"to suppress the occupiers that are shelling , unfortunately , kherson , zaporizhzhia , and our other cities . ,",thank you,"to everyone who works for ukraine and ukrainians ! to everyone who brings heat , water , electricity and communication",452,2022-11-25,2
text453,united nations . i believe that the mix is strong enough for the first such initiative . i want to,thank you,"all . , based on the results of the summit , we will issue a joint statement . it will",453,2022-11-26,1
text453,"can win only together . ukraine and the civilized world without war , without terrorism , without hunger . ,",thank you,"very much ! , glory to ukraine !",453,2022-11-26,1
text454,"captivity to ukraine . we will return all the others . , thanks to everyone who helps us ! ,",thank you,"to every leader who works with us for the sake of european and global security ! , glory to our",454,2022-11-26,2
text456,"also nato and , of course , the un . , i am thankful to everyone who participates ! ,",thank you,to everyone who helps ukraine implement our peace formula ! i am sure that it can be fully implemented -,456,2022-11-28,1
text457,"the world’s fair . , may the victory of freedom and our striving for peace become widely seen ! ,",thank you,"for your attention ! , glory to ukraine !",457,2022-11-29,1
text466,"gratitude , feelings of gratitude , tears of gratitude . , i am sure , millions of times today """,thank you,""" was said or simply thought in ukraine . , i am thankful to the warriors of our army and",466,2022-12-06,1
text466,and i want to say to everyone present what is definitely in the heart of every ukrainian today : i,thank you,"! i thank absolutely all soldiers , all sailors , all sergeants , sergeant-majors , all officers , all heroes",466,2022-12-06,1
text467,"that we have seen during these 286 days and always . i believe that it will be so . ,",thank you,for your attention ! thank you for this honorable title ! and thank you to every american for always helping,467,2022-12-07,1
text467,"286 days and always . i believe that it will be so . , thank you for your attention !",thank you,for this honorable title ! and thank you to every american for always helping those who fight for freedom !,467,2022-12-07,1
text467,"it will be so . , thank you for your attention ! thank you for this honorable title ! and",thank you,"to every american for always helping those who fight for freedom ! , god bless america ! , god bless",467,2022-12-07,1
text468,", ladies and gentlemen ! , i greet you from ukraine and",thank you,"for supporting our fight for freedom ! , i want you to know what this support means . what american",468,2022-12-07,2
text468,"will be able to say one day that all ukraine is finally free and safe from russian terror . ,",thank you,"for your attention ! , thank you for the ripple of hope that we raised together this year ! ,",468,2022-12-07,2
text468,"that all ukraine is finally free and safe from russian terror . , thank you for your attention ! ,",thank you,"for the ripple of hope that we raised together this year ! , слава україні !",468,2022-12-07,2
text469,"- and who prepares everything so that his or her community can get through this winter more easily . ,",thank you,"and congratulations on your professional day . , today we have a very important result in france . the supreme",469,2022-12-07,3
text470,", ladies and gentlemen ! , i",thank you,for this award to the ukrainian people . and i mean it – it is destined to all ukrainians .,470,2022-12-08,1
text470,"next year as well . but – already in peacetime . , thanks to everyone who supports us ! ,",thank you,", politico , for being always unbiased ! , слава україні !",470,2022-12-08,1
text472,", this is the free world spirit . and let's do everything for our spirit to win ! , i",thank you,"for your attention ! , thank you for supporting ukraine ! , слава україні !",472,2022-12-09,1
text472,". and let's do everything for our spirit to win ! , i thank you for your attention ! ,",thank you,"for supporting ukraine ! , слава україні !",472,2022-12-09,1
text473,", mr . president erdoğan ! , mr . prime minister rama ! , dear friends ! ,",thank you,for your attention to ukraine and now i would like to address the entire audience gathered by this forum .,473,2022-12-09,2
text473,"to our joint power . , let this power work in everything else that is needed for peace ! ,",thank you,", türkiye , for your support ! , thank you , mr . president ! , glory to ukraine !",473,2022-12-09,2
text473,"in everything else that is needed for peace ! , thank you , türkiye , for your support ! ,",thank you,", mr . president ! , glory to ukraine !",473,2022-12-09,2
