docname,pre,keyword,post,id,date,id_day
text2,"of all those who died today and during the war in the east of our state live forever . ,",thank you,.,2,2022-02-19,1
text8,now simply shocked by the meanness and cruelty of the authorities . this is a truly correct response . i,thank you,"for this reaction . thanks to leonid parfyonov , dmitry muratov , yury dud , liya akhedzhakova , valery meladze",8,2022-02-26,2
text11,"job . , we will pay our armed servicemen a hundred thousand hryvnias a month . not to hear """,thank you,""" from them , but to let them know that the country is definitely grateful to them . and it",11,2022-02-27,3
text28,"mark rutte , prime minister of the netherlands . we have a new page in relations with the netherlands .",thank you,for your support . with prime minister of israel bennett . with prime minister of luxembourg bettel and president of,28,2022-03-08,3
text30,"of the united states house of representatives nancy pelosi , with prime minister of the united kingdom boris johnson .",thank you,"for your support , boris . , the partners are fully informed about what is happening in our mariupol .",30,2022-03-09,2
text32,", glory to the nations of europe ! , glory to ukraine ! , glory to our military ! ,",thank you,!,32,2022-03-11,1
text43,", remember this - living . because we want to live . and we strive for peace . , i",thank you,for your support . i am thankful to everyone present in this hall of parliament . to every citizen of,43,2022-03-15,3
text43,"sure that together - and only together - we will defeat all enemies . , glory to ukraine ! ,",thank you,canada !,43,2022-03-15,3
text46,"leader of the world . being the leader of the world means to be the leader of peace . ,",thank you,". , glory to ukraine !",46,2022-03-16,3
text52,"beautiful people , the people of switzerland ! , i am grateful to you for supporting our people . ,",thank you,"for defending freedom together with all those who value it . , this is very important now . nowadays .",52,2022-03-19,2
text54,", dear mr . speaker , members of the knesset . , dear prime minister bennett ,",thank you,"very much for your support . , dear members of the government of the state of israel , all attendees",54,2022-03-20,2
text54,"among the nations are among us . , people of israel , now you have such a choice . ,",thank you,"! , thank you for everything .",54,2022-03-20,2
text54,"among us . , people of israel , now you have such a choice . , thank you ! ,",thank you,for everything .,54,2022-03-20,2
text57,"velyka dymerka , mariupol , lysychansk , severodonetsk , popasna and kreminna . 8 thousand 57 people were rescued .",thank you,"to everyone who did it , who worked for the people . , we also managed to deliver 200 tons",57,2022-03-22,1
text58,". you have wonderful families , you have wonderful children . what life means to you . i want to",thank you,"for helping the ukrainians who found a shelter from this war in your country . , today , there are",58,2022-03-22,2
text61,"as it is now . in our anti-war coalition . at this crucial time for all of us . ,",thank you,"! , arigato gozaimasu ! , glory to ukraine ! , glory to japan !",61,2022-03-23,2
text62,"and gentlemen senators ! , ladies and gentlemen deputies ! , councillors of paris ! , french people ! ,",thank you,"for the honor of speaking to you today . , i am sure that you are well aware of what",62,2022-03-23,3
text62,"and so that people say goodbye to you in a way france said goodbye to the great belmondo . ,",thank you,", france ! , glory to ukraine !",62,2022-03-23,3
text64,"peace immediately . the answers are up to you . , i am thankful to those who help us !",thank you,"! , glory to ukraine !",64,2022-03-24,2
text65,"russia seek peace . , sweden has made a historic decision to provide ukraine with the necessary weapons . we",thank you,"for that ! for your prudence . for your foresight . , sweden supports the sanctions policy . a policy",65,2022-03-24,3
text65,"it's time to adopt it ! , i believe that you will support us in this as well . ,",thank you,", thank you sweden ! , glory to ukraine !",65,2022-03-24,3
text65,"adopt it ! , i believe that you will support us in this as well . , thank you ,",thank you,"sweden ! , glory to ukraine !",65,2022-03-24,3
text66,"it . so , may there be peace ! , i am grateful to everyone who supports us . ,",thank you,". , glory to ukraine !",66,2022-03-24,4
text67,", and who should be in europe . , and what about the european union ? , i want to",thank you,"- you are united , united around us . but i want to say that it was done in one",67,2022-03-25,1
text67,"luxembourg - we understand each other . cyprus - i really believe you are with us . , italy -",thank you,"for your support ! spain - we’ll find common ground . belgium - we will find arguments . austria ,",67,2022-03-25,1
text67,"european union . , and we believe that germany will also be with us at the crucial moment . ,",thank you,"! , glory to ukraine !",67,2022-03-25,1
text69,"border guards , special service officials of the state bureau of investigation and employees of the court protection service .",thank you,"to everyone ! , over the past week , our heroic armed forces have dealt powerful blows to the enemy",69,2022-03-25,3
text70,", dear ambassador herbst , dear ladies and gentlemen . ,",thank you,for having me here . i’m grateful for the chance to talk to you . people of ukraine are grateful,70,2022-03-25,4
text71,"great respect . i am sincerely grateful for everything you do to protect the state , to protect ukrainians !",thank you,"for all the steps to victory that will come and that were made possible thanks to you . , today",71,2022-03-26,1
text74,"stop listening to any excuses from official budapest . , i am grateful to denmark for its principled position .",thank you,"to everyone . , i am grateful to your people who help ukraine and help ukrainians . to your companies",74,2022-03-29,1
text76,"we must do everything to ensure that a rock like ukraine is always with europe . only together . ,",thank you,"norway ! , glory to ukraine !",76,2022-03-30,1
text78,"and gentlemen , members of the government , senators and members of the parliament ! , australian people ! ,",thank you,"for the great honor of speaking to you today . , in may 2016 , thousands of australians gathered at",78,2022-03-31,1
text78,"to a peaceful life . , a dream we will fulfill . , definitely . and definitely together . ,",thank you,"! , thank you australia ! , glory to ukraine !",78,2022-03-31,1
text78,". , a dream we will fulfill . , definitely . and definitely together . , thank you ! ,",thank you,"australia ! , glory to ukraine !",78,2022-03-31,1
text79,"immigrants who arrived in the european union after the beginning of the russian aggression will be able to say """,thank you,""" and return home . return to rebuilt cities , to restored ukraine . , and i invite your country",79,2022-03-31,2
text79,"our accession to the european union depends very much on you , on your country . , i want to",thank you,"for everything ! , thank you , the netherlands ! , glory to ukraine !",79,2022-03-31,2
text79,"depends very much on you , on your country . , i want to thank you for everything ! ,",thank you,", the netherlands ! , glory to ukraine !",79,2022-03-31,2
text80,"so help us , do it ! weapons . sanctions . eu membership . , and soon the future will",thank you,". , glory to all our heroes ! , glory to the heroic city of mariupol ! , thank you",80,2022-03-31,3
text80,"thank you . , glory to all our heroes ! , glory to the heroic city of mariupol ! ,",thank you,"sincerely to your state ! , glory to ukraine !",80,2022-03-31,3
text81,"the address , i signed a decree awarding our heroes . 136 servicemen of the armed forces of ukraine .",thank you,"to everyone ! , and today another decision was made . regarding antiheroes . now i do not have time",81,2022-04-01,1
text83,agree on the strengthening of sanctions against russia . extremely tangible . agreed on joint steps to achieve peace .,thank you,"boris for the leadership ! historical leadership . i'm sure of it . , in the afternoon i held a",83,2022-04-03,1
text85,"able to address you with words of gratitude for romania's support for ukraine's accession to the european union . ,",thank you,"very much ! , glory to romania ! , glory to ukraine !",85,2022-04-04,1
text87,"mr . secretary general ! , dear members of the security council and other participants of the meeting ! ,",thank you,"for the opportunity . , i am sure that all the representatives of the un member states will hear me",87,2022-04-05,2
text87,"because there is no opportunity for everyone to come to us and see it . so watch it . ,",thank you,.,87,2022-04-05,2
text88,"gentlemen , deputies and senators ! , dear members of the government ! , dear people of spain ! ,",thank you,"for this opportunity , with great respect from all the ukrainian people to you . , i am addressing you",88,2022-04-05,3
text88,know that many of your companies have already stopped financing the russian military machine through taxes . i want to,thank you,", your citizens , and your government . i am grateful to these companies , to your entire state and",88,2022-04-05,3
text90,"support of sanctions against russia . i am grateful for the humanitarian and financial support provided to us . ,",thank you,for taking special care of our people who have sought and found safety in your land . just think about,90,2022-04-06,2
text92,"i believe in this ! i know it ! , we will win everyone ! but only together ! ,",thank you,"for your support ! , glory to ukraine !",92,2022-04-07,2
text93,", including on the road to the european union . , on the way to our common peace . ,",thank you,"for your support ! , glory to ukraine !",93,2022-04-07,3
text95,"women killed by russian soldiers , russian missiles , russian bombs with a moment of silence . . . ,",thank you,". , russia has sent all its combat capable forces from all over their territory up to the far east",95,2022-04-08,1
text95,"win . first - in ukraine , and then - wherever tyranny will try to raise its head . ,",thank you,"finland ! , glory to ukraine !",95,2022-04-08,1
text102,", members of the government ! , dear deputies of the riigikogu ! , the people of estonia ! ,",thank you,for the opportunity to address you today . in circumstances that take us all back to the darkest times of,102,2022-04-13,2
text102,"a safe and free life on the continent governed by universally recognized law not by force . , and i",thank you,"for understanding that . , a crowded rally on february 26 with the participation of tens of thousands of estonians",102,2022-04-13,2
text102,"to expand the war zone to other countries . i believe that together we will never allow this . ,",thank you,", estonia ! , glory to ukraine !",102,2022-04-13,2
text107,"put . artem lukashuk and ivan heretsun brought ukraine "" silver "" and "" bronze "" in long jump .",thank you,"guys from all of us , from all ukrainians ! , this is always important , and now it is",107,2022-04-17,1
text107,"our people , our land from fire . who is at war almost every day even in peacetime . ,",thank you,"for your service ! , thank you for saving us ! , glory to ukraine !",107,2022-04-17,1
text107,". who is at war almost every day even in peacetime . , thank you for your service ! ,",thank you,"for saving us ! , glory to ukraine !",107,2022-04-17,1
text111,"freely and without any dictatorship , so that everyone always has the time for happiness and for saudade . ,",thank you,", portugal ! , glory to ukraine !",111,2022-04-21,1
text112,", dear ladies and gentlemen , ministers ! , greetings to all present at this historic world bank session and",thank you,"for the opportunity to address you today . , this sunday i spoke with mrs . kristalina georgieva and heard",112,2022-04-22,1
text112,"take place in ukraine . in one of our cities - maybe in kharkiv - with your support . ,",thank you,"very much for your attention ! , glory to ukraine !",112,2022-04-22,1
text113,"prime ministers of spain and denmark , two countries that have consistently supported ukraine , have arrived in kyiv .",thank you,". , the two leaders whose presence in kyiv encourages other leaders of the democratic world to think about visits",113,2022-04-22,2
text119,doctors for their work . for saving lives and trying to restore children's peace of mind under all circumstances .,thank you,"very much , dear doctors . , before delivering the evening address , i traditionally signed a decree awarding our",119,2022-04-26,1
text120,the struggle for ukraine . that is where the fighting for the future of our people is taking place .,thank you,"to everyone who brings our victory closer ! , i have just signed decrees on awarding our heroes . 173",120,2022-04-27,1
text124,"to all who stood up for the state ! , eternal memory to all who gave life for ukraine !",thank you,". , glory to ukraine !",124,2022-05-01,1
text126,"hope for victory . today , i , our parliament and the entire ukrainian people can say one thing :",thank you,", britain ! thank you , friends ! , dear people's deputies of ukraine ! , please agree , when",126,2022-05-03,1
text126,", i , our parliament and the entire ukrainian people can say one thing : thank you , britain !",thank you,", friends ! , dear people's deputies of ukraine ! , please agree , when there is such unity in",126,2022-05-03,1
text127,not hesitating who to support in this struggle . you are definitely on the side of freedom and truth .,thank you,for concrete steps for ukraine . for defense assistance . for supporting sanctions on russia . for taking care of,127,2022-05-03,2
text127,"bold . and someone is small on the map , but its cordiality is one of the greatest . ,",thank you,", albania ! , thank you for your support . thank you for your cordiality . , glory to ukraine",127,2022-05-03,2
text127,"on the map , but its cordiality is one of the greatest . , thank you , albania ! ,",thank you,"for your support . thank you for your cordiality . , glory to ukraine !",127,2022-05-03,2
text127,"cordiality is one of the greatest . , thank you , albania ! , thank you for your support .",thank you,"for your cordiality . , glory to ukraine !",127,2022-05-03,2
text129,"killed from growing . never again . , i am grateful to each and every one of you ! ,",thank you,", denmark ! , glory to ukraine !",129,2022-05-04,1
text131,"here with us now and can be even more effective . because this is for our common freedom . ,",thank you,"for your attention . , glory to ukraine !",131,2022-05-05,2
text132,"brothers-in-arms that ukraine and , to be honest , the whole of europe are now standing . , and i",thank you,"for your really effective support of this struggle . , bravery is rightly believed the first of human qualities as",132,2022-05-05,3
text132,"this struggle . , bravery is rightly believed the first of human qualities as it guarantees all others . ,",thank you,", britain ! , thank you , boris ! , thank you all ! , glory to ukraine !",132,2022-05-05,3
text132,"rightly believed the first of human qualities as it guarantees all others . , thank you , britain ! ,",thank you,", boris ! , thank you all ! , glory to ukraine !",132,2022-05-05,3
text132,"qualities as it guarantees all others . , thank you , britain ! , thank you , boris ! ,",thank you,"all ! , glory to ukraine !",132,2022-05-05,3
text133,", the more people understand the global nature of these challenges , the global nature of these responses . ,",thank you,"very much for your attention ! , glory to ukraine !",133,2022-05-06,1
text134,"work soon . but first we will defend freedom . our common freedom . we will do it . ,",thank you,", iceland ! , glory to ukraine !",134,2022-05-06,2
text138,", i would like to",thank you,"for the invitation . mr . chancellor , thank you . , i am thankful to all the respected leaders",138,2022-05-08,2
text138,", i would like to thank you for the invitation . mr . chancellor ,",thank you,". , i am thankful to all the respected leaders for this opportunity and for the fact that it is",138,2022-05-08,2
text138,"your people that freedom always wins . , thanks again to every country , to every leader present . ,",thank you,"for your attention ! , glory to ukraine !",138,2022-05-08,2
text139,cooperation . we have an extremely important decision by canada to remove all barriers to trade for one year .,thank you,", canada . this agreement was reached in negotiations with mr . trudeau and will work in the interests of",139,2022-05-08,3
text142,"more we strengthen european unity , the clearer the contours of our victory are . , our victory . ,",thank you,", slovakia ! , glory to ukraine !",142,2022-05-10,1
text144,"the end , i can ask the last question . if i get all the information from you . ,",thank you,for your attention !,144,2022-05-11,1
text146,", ladies and gentlemen ! , on behalf of all ukrainians , i would like to",thank you,for this award . it is a fair and correct gesture to honor with this award all the people of,146,2022-05-12,1
text146,"defending europe . i would like to ask you to honor their memory with a moment of silence . ,",thank you,". , the ukrainian people are people who do not spare themselves for the sake of others . this is",146,2022-05-12,1
text146,"are supported by you , by the whole world – free states and free nations of our planet . ,",thank you,"! , thank you for your attention ! , thank you for your support ! , thank you for the",146,2022-05-12,1
text146,", by the whole world – free states and free nations of our planet . , thank you ! ,",thank you,"for your attention ! , thank you for your support ! , thank you for the award and welcome to",146,2022-05-12,1
text146,"states and free nations of our planet . , thank you ! , thank you for your attention ! ,",thank you,"for your support ! , thank you for the award and welcome to ukraine !",146,2022-05-12,1
text146,". , thank you ! , thank you for your attention ! , thank you for your support ! ,",thank you,for the award and welcome to ukraine !,146,2022-05-12,1
text151,"always be the choice of your country . , just as it is the choice of our country . ,",thank you,"very much ! , glory to ukraine !",151,2022-05-16,1
text153,". and , as it has always been seen , first of all the voice of cinematography . , i",thank you,"all ! , glory to ukraine !",153,2022-05-17,2
text159,"its army . in particular , the rescuers in enerhodar who protested today deserve support from all of us .",thank you,". , each and every one must show that the occupiers have no right to decide anything on our land",159,2022-05-20,1
text159,"ukraine ! , and definitely the last one . today is three years since i became president of ukraine .",thank you,"for your trust . i am proud to be the president . , love you ! , i will not",159,2022-05-20,1
text161,"and help is felt in every region , every city , village , in every community of ukraine . ,",thank you,", warsaw , kraków . thank you , łódź , poznań , wrocław . thank you gdańsk , bydgoszcz ,",161,2022-05-22,1
text161,", every city , village , in every community of ukraine . , thank you , warsaw , kraków .",thank you,", łódź , poznań , wrocław . thank you gdańsk , bydgoszcz , toruń . thank you , lublin ,",161,2022-05-22,1
text161,"of ukraine . , thank you , warsaw , kraków . thank you , łódź , poznań , wrocław .",thank you,"gdańsk , bydgoszcz , toruń . thank you , lublin , katowice , opole , szczecin . gorzów wielkopolski ,",161,2022-05-22,1
text161,", kraków . thank you , łódź , poznań , wrocław . thank you gdańsk , bydgoszcz , toruń .",thank you,", lublin , katowice , opole , szczecin . gorzów wielkopolski , zielona góra . thank you , rzeszów ,",161,2022-05-22,1
text161,", toruń . thank you , lublin , katowice , opole , szczecin . gorzów wielkopolski , zielona góra .",thank you,", rzeszów , białystok , olsztyn , kielce . these are sister cities of our cities - kyiv , lviv",161,2022-05-22,1
text161,"phrase . we have resolved this dispute - this is the will of the ukrainian and polish nations . ,",thank you,"brothers ! , together until the end . , niech żyje polska ! , glory to ukraine !",161,2022-05-22,1
text163,"acted preventively . , so , now we can do it differently . finally in the right way . ,",thank you,"! , glory to ukraine !",163,2022-05-23,1
text167,", dear mrs . speaker , mrs . ināra ! , first of all ,",thank you,"for such kind words , thank you for your arrival , thank you for this support . , dear mr",167,2022-05-26,1
text167,"mrs . speaker , mrs . ināra ! , first of all , thank you for such kind words ,",thank you,"for your arrival , thank you for this support . , dear mr . prime minister ! , dear deputies",167,2022-05-26,1
text167,"ināra ! , first of all , thank you for such kind words , thank you for your arrival ,",thank you,"for this support . , dear mr . prime minister ! , dear deputies of the saeima ! , dear",167,2022-05-26,1
text167,"people ! , i am glad to have the opportunity to address you today and , above all , to",thank you,for all the help that ukraine has received from the republic of latvia and from many ordinary citizens of latvia,167,2022-05-26,1
text169,", ladies and gentlemen . ,",thank you,"for the opportunity to contact you today and for the upcoming communication . , i hope that this conversation will",169,2022-05-27,1
text169,"of ukraine and for the wisdom of the world to be enough to save humanity from existing threats . ,",thank you,"for your attention ! , glory to ukraine !",169,2022-05-27,1
text170,"take care of yourself , your family , loved ones , friends . take care of the world . ,",thank you,", america ! , glory to ukraine !",170,2022-05-27,2
text174,"does not need to hold such summits and seek compromises for weeks . by the way , i want to",thank you,"for talking about these compromises , for striving to find help and support for ukraine . , so , they",174,2022-05-30,1
text174,"we must immediately find a solution that will prevent the food crisis from unfolding . , of course , i",thank you,"for your efforts together with partners to create green corridors for agricultural exports from ukraine . but still , you",174,2022-05-30,1
text174,to the countries of the western balkans for their understanding and support for granting candidate status to our country .,thank you,"very much . , on april 8 , when the fifth sanctions package was approved , we also received a",174,2022-05-30,1
text174,"the strength of your nations , the strength of your states and a united europe . , i want to",thank you,"for your unity , ability to be united , energetic , to have a future in a strong european union",174,2022-05-30,1
text174,"just a question of the aggressor's responsibility for a particular war , but of protecting humanity as such . ,",thank you,"for your attention . , glory to ukraine !",174,2022-05-30,1
text178,"dear ladies and gentlemen , members of the government , everyone present ! , dear people of luxembourg ! ,",thank you,"for the opportunity to contact you . , your state has a wise and extremely relevant motto : "" we",178,2022-06-02,2
text178,"i am grateful to you for the fact that the grand duchy is truly defending freedom with us . ,",thank you,"all ! , thank you luxembourg ! , glory to ukraine !",178,2022-06-02,2
text178,"for the fact that the grand duchy is truly defending freedom with us . , thank you all ! ,",thank you,"luxembourg ! , glory to ukraine !",178,2022-06-02,2
text179,", good afternoon ! ,",thank you,"very much for this opportunity ! , mrs . president čaputová ! , mrs . president von der leyen !",179,2022-06-02,3
text179,"der leyen ! , mr . prime minister heger ! , ladies and gentlemen ! , dear friends ! ,",thank you,"for the honor of speaking to you today . , this year , for the first time in its history",179,2022-06-02,3
text182,"more . participate in the reconstruction of our cities , our communities that are liberated from the occupiers . ,",thank you,"very much for your attention . , glory to ukraine !",182,2022-06-04,1
text183,"the history of ukraine , the history of defending freedom and democracy . , please join united24 today . ,",thank you,", everyone ! , glory to ukraine !",183,2022-06-04,2
text185,"took mantas ' life , russia's war against ukraine , must end . end as soon as possible . ,",thank you,"! , glory to ukraine ! , info . the lithuanian national film award sidabrinė gervė was held under the",185,2022-06-05,1
text189,", ladies and gentlemen ! ,",thank you,"for the invitation ! , glad to be able to address you today . i know that business people will",189,2022-06-08,1
text191,", ladies and gentlemen ! , greetings from ukraine ! , and",thank you,"for the opportunity to address you . , when i learnt that i was named the most influential person of",191,2022-06-09,1
text191,"are up to it , then we must do it . because influence obliges us to do so . ,",thank you,"! , glory to ukraine !",191,2022-06-09,1
text192,"you in our kyiv office - in the kyiv office of the organization for economic cooperation and development . ,",thank you,"for your attention ! , glory to ukraine !",192,2022-06-09,2
text194,", dear mr . rasmussen ! , dear attendees ! , dear ladies and gentlemen ! ,",thank you,"for the opportunity to address you . , last year , at the fourth copenhagen democracy summit , the question",194,2022-06-10,1
text194,", europe . and above all in the minds of leaders who must act , not just speak . ,",thank you,"for your attention . , glory to ukraine !",194,2022-06-10,1
text197,", dear participants of the shangri-la dialogue forum ! , ladies and gentlemen ! , mr . director ! ,",thank you,"for the honor of speaking to you today . , when i was preparing for this meeting with you -",197,2022-06-11,2
text197,"force , and individuals and any of their ideas , like many nations , simply did not matter . ,",thank you,"! , glory to ukraine !",197,2022-06-11,2
text201,"ukraine and in various european countries who deserve to live in security and peace . to just live . ,",thank you,"for your support ! , glory to ukraine !",201,2022-06-13,1
text204,"parliament , attendees , journalists ! , dear czech people ! , first of all , i would like to",thank you,for this opportunity to address both houses of the parliament of the czech republic and absolutely all czechs in this,204,2022-06-15,1
text204,"the parliament of the czech republic and absolutely all czechs in this format today . , i would like to",thank you,"for those warm words , strong words of support for our people , me personally , our state , which",204,2022-06-15,1
text210,"thank all our doctors , all ukrainian nurses , who have been literally on the frontline since february 24 .",thank you,"for the tens of thousands of second birthdays you gave to our military , our civilians , our ukrainian children",210,2022-06-19,2
text210,"the tens of thousands of second birthdays you gave to our military , our civilians , our ukrainian children .",thank you,"for saving lives on the front , in hospitals across our country . , ukrainian doctors are countless examples of",210,2022-06-19,2
text211,",",thank you,"so much , mr . president ! , thank you for all the kind words in support of ukraine !",211,2022-06-20,1
text211,", thank you so much , mr . president ! ,",thank you,"for all the kind words in support of ukraine ! for what has just been said , for what you",211,2022-06-20,1
text211,"will allow us to participate in the activities of your initiative . , i believe it is possible ! ,",thank you,"! , glory to ukraine !",211,2022-06-20,1
text212,"of the african union commission , , distinguished heads of state and government , , ladies and gentlemen ! ,",thank you,"for this opportunity to address you . address you in a state of emergency , when we have a war",212,2022-06-20,2
text212,"is over ! people have the right to just live , just live and have everything for life . ,",thank you,"very much for this opportunity to address you ! , thank you very much for your attention ! , glory",212,2022-06-20,2
text212,"live and have everything for life . , thank you very much for this opportunity to address you ! ,",thank you,"very much for your attention ! , glory to ukraine !",212,2022-06-20,2
text213,",",thank you,"very much ! , first of all , i would like to thank mr . giampiero massolo . , i",213,2022-06-20,3
text213,", first of all , i would like to thank mr . giampiero massolo . , i would like to",thank you,", dear mr . mario monti , for inviting me . just before i start , i would like to",213,2022-06-20,3
text213,", dear mr . mario monti , for inviting me . just before i start , i would like to",thank you,"for our students , for finding opportunities , for finding programs , for helping ukrainians , temporarily displaced persons ,",213,2022-06-20,3
text213,"and therefore we really want them to return to our homeland after receiving your warmth , knowledge , experience .",thank you,"again for saving our future , our students . , now i would like to address all the participants of",213,2022-06-20,3
text213,"weapons for ukraine , financial support and reconstruction of our state . three elements that can change everything . ,",thank you,"for your attention ! , glory to ukraine !",213,2022-06-20,3
text214,"law has been rejected several times due to oligarchic influence , and now it has been passed . finally .",thank you,". , the anticorruption strategy was approved today . this is also very important . i hope that the rada",214,2022-06-21,1
text215,"in our victory as soon as possible . , your every success will mean saving thousands of lives . ,",thank you,"! , glory to ukraine !",215,2022-06-21,2
text217,"because we all stand together to protect it ! , i am grateful to all those who support us .",thank you,"for this sincerity , amsterdam ! looking forward to a positive european decision for ukraine ! , embrace ukraine ,",217,2022-06-22,1
text218,"and how we will cover the path to them - i think we will discuss that today here . ,",thank you,"very much for the opportunity . thank you for the meeting . thank you for your support , canada .",218,2022-06-22,2
text218,"them - i think we will discuss that today here . , thank you very much for the opportunity .",thank you,"for the meeting . thank you for your support , canada . , glory to ukraine !",218,2022-06-22,2
text218,"discuss that today here . , thank you very much for the opportunity . thank you for the meeting .",thank you,"for your support , canada . , glory to ukraine !",218,2022-06-22,2
text220,"unfortunately , we have not yet seen israel join the sanctions regime . , however , i would like to",thank you,"for the medications you sent to our country . unfortunately , i have nothing to say about most of the",220,2022-06-23,2
text220,"great respect for the history of israel , for the people of israel , for all of you . ,",thank you,"! , glory to ukraine !",220,2022-06-23,2
text221,"our people feel , and in the same order as it was then . , lithuania stands for us .",thank you,", mr . president ! gitanas , you know how grateful ukraine is to your people and to you personally",221,2022-06-23,3
text221,"you know how grateful ukraine is to your people and to you personally . , latvia stands for us .",thank you,", mr . prime minister ! i believe that together we will be able to strengthen the international legal order",221,2022-06-23,3
text221,"believe that together we will be able to strengthen the international legal order . , estonia stands for us .",thank you,", mrs . prime minister kallas ! by helping one , we help everyone . estonia has done a lot",221,2022-06-23,3
text221,"by helping one , we help everyone . estonia has done a lot . , poland stands for us .",thank you,", mr . prime minister ! your state , your people , your president - all of you on this",221,2022-06-23,3
text221,"all of you on this path to europe are truly brothers with us . , france stands for us .",thank you,", emmanuel ! you can be sure that with ukraine , europe will really be able to be among the",221,2022-06-23,3
text221,"really be able to be among the global leaders in the xxi century . , slovenia stands for us .",thank you,", mr . prime minister ! i am grateful for the unwavering protection of the common european cause . ,",221,2022-06-23,3
text221,"! i am grateful for the unwavering protection of the common european cause . , slovakia stands for us .",thank you,", mr . prime minister ! we have to continue to protect each other , it makes us really strong",221,2022-06-23,3
text221,"continue to protect each other , it makes us really strong . , the czech republic stands for us .",thank you,", mr . prime minister ! i believe that we will also be together on the path to ukraine's full",221,2022-06-23,3
text221,"also be together on the path to ukraine's full membership in the eu . , romania stands for us .",thank you,", mr . president ! klaus , our cooperation in the region and in european structures can indeed become one",221,2022-06-23,3
text221,"in european structures can indeed become one of the foundations of global stability . , bulgaria stands for us .",thank you,", mr . prime minister ! thank you for choosing the side of good in the confrontation that began on",221,2022-06-23,3
text221,"the foundations of global stability . , bulgaria stands for us . thank you , mr . prime minister !",thank you,for choosing the side of good in the confrontation that began on february 24 without hesitation . we know it's,221,2022-06-23,3
text221,"on february 24 without hesitation . we know it's not easy for you . , greece stands for us .",thank you,", mr . prime minister ! and i’m personally thankful to the greek people , your country , which i",221,2022-06-23,3
text221,"thankful to the greek people , your country , which i really love . , germany stands for us .",thank you,", olaf ! thank you for your support at a crucial moment . , portugal stands for us . thank",221,2022-06-23,3
text221,", your country , which i really love . , germany stands for us . thank you , olaf !",thank you,"for your support at a crucial moment . , portugal stands for us . thank you , mr . prime",221,2022-06-23,3
text221,"you , olaf ! thank you for your support at a crucial moment . , portugal stands for us .",thank you,", mr . prime minister ! your country knows our people well . and i am sure that we will",221,2022-06-23,3
text221,"and i am sure that we will only increase positive ties between us . , croatia stands for us .",thank you,", mr . prime minister ! and thank you for the help with the experience we use to protect our",221,2022-06-23,3
text221,"positive ties between us . , croatia stands for us . thank you , mr . prime minister ! and",thank you,"for the help with the experience we use to protect our freedom . , sweden stands for us . thank",221,2022-06-23,3
text221,"you for the help with the experience we use to protect our freedom . , sweden stands for us .",thank you,", mrs . prime minister ! blue and yellow truly always stand together ! , finland stands for us .",221,2022-06-23,3
text221,", mrs . prime minister ! blue and yellow truly always stand together ! , finland stands for us .",thank you,", mrs . prime minister ! your willingness to resist aggression is simply amazing ! , the netherlands stands for",221,2022-06-23,3
text221,". prime minister ! your willingness to resist aggression is simply amazing ! , the netherlands stands for us .",thank you,", mr . prime minister ! you can be sure that your choice of ukraine will definitely strengthen our common",221,2022-06-23,3
text221,"common european freedom , the rule of law and our unity in diversity . , malta stands for us .",thank you,", mr . prime minister ! the voice of your island makes the european community complete . , denmark stands",221,2022-06-23,3
text221,"prime minister ! the voice of your island makes the european community complete . , denmark stands for us .",thank you,", mrs . prime minister ! be sure that the protection of european values will only increase with ukraine .",221,2022-06-23,3
text221,"be sure that the protection of european values will only increase with ukraine . , luxembourg stands for us .",thank you,", mr . prime minister ! we truly understand each other , and your energy inspires us to future victories",221,2022-06-23,3
text221,"truly understand each other , and your energy inspires us to future victories . , cyprus stands for us .",thank you,", mr . president ! thank you for the choice in favor of our people and our values . ,",221,2022-06-23,3
text221,"energy inspires us to future victories . , cyprus stands for us . thank you , mr . president !",thank you,"for the choice in favor of our people and our values . , italy stands for us . thank you",221,2022-06-23,3
text221,"thank you for the choice in favor of our people and our values . , italy stands for us .",thank you,"very much , mr . prime minister ! thank you for your strength , for your perseverance . thank you",221,2022-06-23,3
text221,"and our values . , italy stands for us . thank you very much , mr . prime minister !",thank you,"for your strength , for your perseverance . thank you for proving that the principles of decent people are truly",221,2022-06-23,3
text221,"thank you very much , mr . prime minister ! thank you for your strength , for your perseverance .",thank you,"for proving that the principles of decent people are truly the foundation of europe . , spain stands for us",221,2022-06-23,3
text221,"proving that the principles of decent people are truly the foundation of europe . , spain stands for us .",thank you,", mr . prime minister ! i believe that we can significantly strengthen our relations . , belgium stands for",221,2022-06-23,3
text221,". prime minister ! i believe that we can significantly strengthen our relations . , belgium stands for us .",thank you,", mr . prime minister ! we hope that after our victory we will be able to see each other",221,2022-06-23,3
text221,"be able to see each other often in brussels on common european affairs . , austria stands for us .",thank you,", mr . chancellor ! i am convinced that we will be able to make europe even safer and historically",221,2022-06-23,3
text221,"will be able to make europe even safer and historically the most stable . , ireland stands for us .",thank you,", mr . prime minister ! this is a historic rapprochement of our nations . your personal leadership is truly",221,2022-06-23,3
text221,"a historic rapprochement of our nations . your personal leadership is truly impressive . , hungary stands for us .",thank you,", mr . prime minister , thank you , viktor , together we are capable of much more than alone",221,2022-06-23,3
text221,"personal leadership is truly impressive . , hungary stands for us . thank you , mr . prime minister ,",thank you,", viktor , together we are capable of much more than alone ! , mrs . president of the european",221,2022-06-23,3
